T24E,Dhanwantharam Kuzhambu,100ml,67
T25,Nalpamaradi Keram,450ml,277
T25A,Nalpamaradi Keram,200ml,133
T25C,Nalpamaradi Keram,100ml,70
T26,Narayana Thylam,450ml,371
T26A,Narayana Thylam,200ml,165
T26E,Narayana Thylam,100ml,82
T27,Neeli Thylam,450ml,326
T27A,Neeli Thylam,200ml,148
T27E,Neeli Thylam,100ml,74
T28,Chandanadi Thylam,450ml,406
T28A,Chandanadi Thylam,200ml,182
T28E,Chandanadi Thylam,100ml,91
T29,Neelibhringadi Thylam,450ml,322
T29B,Neelibhringadi Thylam,200ml,144
T29E,Neelibhringadi Thylam,100ml,74
T2A,Asanavilwadi Thylam,200ml,95
T2E,Asanavilwadi Thylam,100ml,49
T3,Asanamanjishtadithylam,450ml,245
T30,Neelibhringadi Co-oil,450ml,385
T30B,Neelibhringadi Co-oil,200ml,186
T30E,Neelibhringadi Co-oil,100ml,98
T31,Parinathakeriksheerathylam,450ml,259
T31E,Parinathakeriksheerathylam,100ml,60
T31F,Parinathakeriksheerathylam,200ml,116
T32,Paranthyadi Thylam,450ml,721
T32E,Paranthyadi Thylam,100ml,168
T32F,Paranthyadi Thylam,200ml,322
T33,Pinda Thylam,450ml,228
T33A,Pinda Thylam,200ml,102
T33E,Pinda Thylam,100ml,53
T34,Pippallyadyanuvasana Thylam,450ml,228
T34A,Pippallyadyanuvasana Thylam,200ml,102
T34E,Pippallyadyanuvasana Thylam,100ml,53
T35,Prabhanjanavimardhanam,450ml,245
T35A,Prabhanjanavimardhanam,200ml,109
T35E,Prabhanjanavimardhanam,100ml,56
T36,Balaswangadhadi Thylam,450ml,301
T36A,Balaswangadhadi Thylam,200ml,133
T36E,Balaswangadhadi Thylam,100ml,67
T37,Balaguluchyadi Thylam,450ml,221
T37A,Balaguluchyadi Thylam,200ml,98
T37E,Balaguluchyadi Thylam,100ml,49
T38,Bala Thylam,10ml,63
T39,Bhringamalakadi Thylam,450ml,245
T39A,Bhringamalakadi Thylam,200ml,109
T39E,Bhringamalakadi Thylam,100ml,56
T3A,Asanamanjishtadithylam,200ml,109
T3E,Asanamanjishtadithylam,100ml,56
T4,Arimedadi Thylam,450ml,238
T40,Mahamasha Thylam,450ml,473
T40A,Mahamasha Thylam,200ml,210
T40E,Mahamasha Thylam,100ml,105
T41,Madhuyashtyadi Thylam,450ml,347
T41A,Madhuyashtyadi Thylam,200ml,154
T41E,Madhuyashtyadi Thylam,100ml,70
T42,Murivenna,450ml,280
T42B,Murivenna,200ml,133
T42E,Murivenna,100ml,77
T43,Rasnadi Thylam,450ml,221
T43A,Rasnadi Thylam,200ml,98
T43E,Rasnadi Thylam,100ml,49
T44,Lakshadi Thylam,450ml,245
T44A,Lakshadi Thylam,200ml,109
T44E,Lakshadi Thylam,100ml,56
T45,Vajraka Thylam,450ml,214
T45A,Vajraka Thylam,200ml,95
T45E,Vajraka Thylam,100ml,49
T46,Vachalasunadi Thylam,450ml,284
T46A,Vachalasunadi Thylam,200ml,126
T46E,Vachalasunadi Thylam,100ml,63
T47,Vathavidhwamsani Thylam,450ml,207
T47A,Vathavidhwamsani Thylam,200ml,91
T47E,Vathavidhwamsani Thylam,100ml,46
T48,Vilwampachottyadithylam,450ml,252
T48A,Vilwampachottyadithylam,200ml,112
T48E,Vilwampachottyadithylam,100ml,56
T49,Sathahwadi Kuzhambu,450ml,158
T49A,Sathahwadi Kuzhambu,200ml,70
T49E,Sathahwadi Kuzhambu,100ml,35
T4a,Arimedadi Thylam,200ml,105
T4E,Arimedadi Thylam,100ml,53
T5,Asanaeladi Thylam,450ml,291
T50,Seethamsu Thylam,450ml,168
T50A,Seethamsu Thylam,200ml,77
T50E,Seethamsu Thylam,100ml,39
T51,Sudhabala Thylam,450ml,221
T51A,Sudhabala Thylam,200ml,98
T51E,Sudhabala Thylam,100ml,49
T52,Sudhadurvadi Co-oil,450ml,396
T52A,Sudhadurvadi Co-oil,200ml,179
T52E,Sudhadurvadi Co-oil,100ml,91
T53,Sahacharadi Thylam,450ml,259
T53A,Sahacharadi Thylam,200ml,119
T53E,Sahacharadi Thylam,100ml,60
T54,Ksheerabala Thylam,450ml,259
T54A,Ksheerabala Thylam,200ml,116
T54E,Ksheerabala Thylam,100ml,60
T57,Mahachandanadi Thylam,450ml,462
T57A,Mahachandanadi Thylam,200ml,207
T57E,Mahachandanadi Thylam,100ml,103
T58,Baladhathryadi Thylam,450ml,371
T58A,Baladhathryadi Thylam,200ml,165
T58E,Baladhathryadi Thylam,100ml,84
T59,Surasadi Thylam,450ml,308
T59A,Surasadi Thylam,200ml,140
T59E,Surasadi Thylam,100ml,70
T5A,Asanaeladi Thylam,200ml,130
T5E,Asanaeladi Thylam,100ml,67
T6,Arukaladi Thylam,450ml,207
T60,Sanghupushpadi Enna,450ml,224
T60A,Sanghupushpadi Enna,200ml,102
T60E,Sanghupushpadi Enna,100ml,53
T61,Elaneerkuzhambu,10g,49
T61D,Elaneerkuzhambu,50g,245
T63,Gulgulumarijadi Thylam,500ml,288
T63D,Gulgulumarijadi Thylam,50ml,31
T64,Jeevanthyadiyamakam,50g,49
T66,Rasothamadi Lepam,500g,483
T66D,Rasothamadi Lepam,50g,49
T67,Hinguthrigunam,500g,455
T67D,Hinguthrigunam,50g,46
T68,Dhanwantharam 7 Times,10g,28
T69,Dhanwantharam 14 Times,10g,39
T6a,Arukaladi Thylam,200ml,91
T6E,Arukaladi Thylam,100ml,46
T7,Eladi Thylam,450ml,301
T70,Dhanwantharam 21 Times,10g,46
T71,Dhanwantharam 41 Times,10g,63
T72,Dhanwantharam 101 Times,10g,95
T73,Ksheerabala 7 Times,10g,32
T74,Ksheerabala 14 Times,10g,42
T75,Ksheerabala 21 Times,10g,49
T76,Ksheerabala 41 Times,10g,53
T77,Ksheerabala 101 Times,10g,81
T78,Prasarani Thylam (small),450ml,245
T78A,Prasarani Thylam (small),200ml,109
T78E,Prasarani Thylam (small),100ml,54
T79,Oushadhi Hair Tone,200ml,266
T79A,Oushadhi Hair Tone,100ml,137
T7A,Eladi Thylam,200ml,133
T7E,Eladi Thylam,100ml,67
T8,Eladi Co-oil,450ml,315
T81,Kanjunnyadi Co-oil,450ml,308
T81A,Kanjunnyadi Co-oil,200ml,140
T81E,Kanjunnyadi Co-oil,100ml,70
T82,Prasarany Thylam (big),450ml,413
T82A,Prasarany Thylam (big),200ml,186
T82E,Prasarany Thylam (big),100ml,95
T83,Thekaraja Thylam,450ml,301
T83A,Thekaraja Thylam,200ml,133
T83E,Thekaraja Thylam,100ml,67
T84,Marichadi Thylam,450ml,245
T84A,Marichadi Thylam,200ml,112
T84B,Marichadi Thylam,100ml,60
T85,Lakshadhi Kuzhambu,450ml,238
T85A,Lakshadhi Kuzhambu,200ml,105
T85E,Lakshadhi Kuzhambu,100ml,53
T86,Amruthathi Thylam (small),450ml,238
T86a,Amruthathi Thylam (small),200ml,109
T86E,Amruthathi Thylam (small),100ml,56
T88,Nagaradi Thylam,450ml,396
T88A,Nagaradi Thylam,200ml,175
T88E,Nagaradi Thylam,100ml,88
T89,Durdhurapathradi Co.oil,450ml,336
T89A,Durdhurapathradi Co.oil,200ml,151
T89E,Durdhurapathradi Co.oil,100ml,77
T8A,Eladi Co-oil,200ml,144
T8E,Eladi Co-oil,100ml,74
T9,Karappan Thylam,450ml,312
T90,Vathamardhanam Kuzhambu,450ml,363
T90A,Vathamardhanam Kuzhambu,200ml,165
T90E,Vathamardhanam Kuzhambu,100ml,84
T91,Thriphaladi Co.oil,450ml,308
T91A,Thriphaladi Co.oil,200ml,140
T91E,Thriphaladi Co.oil,100ml,77
T92,Asanavilwadhi Co.oil,450ml,273
T92A,Asanavilwadi Co.oil,200ml,123
T92E,Asanavilwadi Co.oil,100ml,63
T94,Lakshadhi Co-oil,450ml,305
T94A,Lakshadhi Co-oil,200ml,137
T94E,Lakshadhi Co-oil,100ml,70
T95,Asanaeladi Co-oil,450ml,326
T95A,Asanaeladi Co-oil,200ml,147
T95D,Asanaeladi Co-oil,50ml,42
T95E,Asanaeladi Co-oil,100ml,77
T96,Amruthathi Thylam (big),450ml,371
T96A,Amruthathi Thylam (big),200ml,168
T96E,Amruthathi Thylam (big),100ml,84
T97,Balaguluchyadi Co.oil,450ml,273
T97A,Balaguluchyadi Co.oil,200ml,123
T97E,Balaguluchyadi Co.oil,100ml,63
T98,Karpasasthyadi Kuzhambu,450ml,214
T98A,Karpasasthyadi Kuzhambu,200ml,95
T98E,Karpasasthyadi Kuzhambu,100ml,49
T9A,Karappan Thylam,200ml,142
T9E,Karappan Thylam,100ml,71
TC10,Kottamchukkadi Kuzhambu,450ml,210
TC10A,Kottamchukkadi Kuzhambu,200ml,98
TC10E,Kottamchukkadi Kuzhambu,100ml,49
TC11,Sahacharadi Kuzhambu,450ml,270
TC11A,Sahacharadi Kuzhambu,200ml,130
TC11E,Sahacharadi Kuzhambu,100ml,67
TC12,Mahanarayana Thailam,450ml,329
TC12A,Mahanarayana Thailam,200ml,154
TC12E,Mahanarayana Thailam,100ml,77
TC13,Dhanwantharam Thylam (Mezhukupakam),450ml,315
TC13A,Dhanwantharam Thylam (Mezhukupakam),200ml,140
TC14,Sahacharadi Thylam (Mezhukupakam),450ml,238
TC14A,Sahacharadi Thylam (Mezhukupakam),200ml,161
TC14E,Sahacharadi Thylam (Mezhukupakam),100ml,81
TC15,Oushadhi Face Pack,50gs,115
TC16,Eranda Thylam,450ml,217
TC3,Karpooradi Thylam,450ml,295
TC3A,Karpooradi Thylam,200ml,134
TC3E,Karpooradi Thylam,100ml,69
TC4,Balahatadi Thylam,450ml,221
TC4A,Balahatadhi Thylam,200ml,98
TC4E,Balahatadhi Thylam,100ml,49
TC5,Malathyadi Keram,450ml,326
TC5A,Malathyadi Keram,200ml,140
TC5E,Malathyadi Keram,100ml,70
TC8,Panchamla Thylam,450ml,228
TC8A,Panchamla Thylam,200ml,102
TC8E,Panchamla Thylam,100ml,51
TC9,Veppukady,450ml,42
TC9A,Veppukady,200ml,21
TC9K,Veppukady,5000ml,420
